2020/7/27,1719,11,1719 安藤・間,598,601,593,601,729800,東証１部
2020/7/27,1720,11,1720 東急建設,535,543,532,542,402800,東証１部
2020/7/27,1721,11,1721 コムシスＨＤ,3230,3250,3200,3235,356800,東証１部
2020/7/27,1723,91,1723 日本電技,3305,3330,3300,3330,1500,ＪＡＱ
2020/7/27,1724,91,1724 シンクレイヤ,742,756,738,753,28900,ＪＡＱ
2020/7/27,1726,11,1726 Ｂｒ．ＨＤ,590,604,585,604,65300,東証１部
2020/7/27,1728,91,1728 ミサワ中国,231,231,230,230,3300,ＪＡＱ
2020/7/27,1730,91,1730 麻生フォーム,583,586,571,574,7400,ＪＡＱ
2020/7/27,1736,91,1736 オーテック,2483,2486,2483,2486,200,ＪＡＱ
2020/7/27,1737,12,1737 三井エンジ,843,845,835,845,10200,東証２部
2020/7/27,1738,32,1738 ＮＩＴＴＯＨ,448,448,448,448,100,名証２部
2020/7/27,1739,91,1739 シード平和,547,572,547,572,2500,ＪＡＱ
2020/7/27,1743,12,1743 コーアツ工業,3775,3830,3775,3830,200,東証２部
2020/7/27,1757,12,1757 クレアＨ,105,108,98,98,11140300,東証２部
2020/7/27,1758,91,1758 太洋基礎,5320,5400,5320,5400,500,ＪＡＱ
2020/7/27,1762,11,1762 高松建設,2330,2339,2296,2322,31800,東証１部
2020/7/27,1764,12,1764 工藤建設,2010,2010,2000,2000,1000,東証２部
2020/7/27,1766,11,1766 東建コーポ,7020,7150,6990,7130,24700,東証１部
2020/7/27,1768,11,1768 ソネック,827,830,788,821,5000,東証１部
2020/7/27,1770,91,1770 藤田エンジ,767,768,763,768,3200,ＪＡＱ
2020/7/27,1775,12,1775 富士電Ｅ＆Ｃ,1895,1896,1889,1895,5700,東証２部
2020/7/27,1776,12,1776 三井住建道路,766,775,766,775,1400,東証２部
2020/7/27,1777,32,1777 川崎設備,522,522,522,522,100,名証２部
2020/7/27,1780,11,1780 ヤマウラ,813,835,811,835,9800,東証１部
2020/7/27,1782,91,1782 常磐開発,5280,5280,5210,5210,400,ＪＡＱ
2020/7/27,1783,91,1783 アジアゲートＨ,47,48,47,47,90300,ＪＡＱ
2020/7/27,1787,91,1787 ナカボテック,4245,4330,4245,4300,3400,ＪＡＱ
2020/7/27,1788,91,1788 三東工業,2349,2350,2349,2350,200,ＪＡＱ
